employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted,has_prior_rating,previous_year_rating_display,training_bucket
51326,Technology,region_2,Master's & above,m,other,2,57,4.0,18,0,81.0,0,1,4.0,80+
56580,Procurement,region_15,Master's & above,m,sourcing,1,50,3.0,17,0,67.0,0,1,3.0,60-69
28755,Operations,region_22,Bachelor's,m,other,1,33,5.0,6,0,74.0,1,1,5.0,70-79
25469,Analytics,region_23,Bachelor's,m,other,1,31,4.0,7,0,86.0,0,1,4.0,80+
27728,Legal,region_2,Bachelor's,m,other,1,28,1.0,3,0,64.0,0,1,1.0,60-69
2901,Operations,region_2,Bachelor's,m,sourcing,1,28,4.0,5,0,57.0,0,1,4.0,50-59
46587,Procurement,region_17,Bachelor's,f,sourcing,1,28,,1,0,66.0,0,0,,60-69
33317,Procurement,region_26,Bachelor's,f,sourcing,1,28,3.0,4,0,72.0,0,1,3.0,70-79
27723,Sales & Marketing,region_2,Bachelor's,f,other,1,34,4.0,3,0,52.0,0,1,4.0,50-59
6349,Operations,region_15,Master's & above,m,referred,2,47,4.0,3,0,57.0,0,1,4.0,50-59
15302,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,33,1.0,7,0,49.0,0,1,1.0,<50
64427,Operations,region_22,Bachelor's,f,sourcing,1,34,4.0,2,0,59.0,0,1,4.0,50-59
54568,Operations,region_22,Master's & above,m,other,1,49,3.0,16,0,58.0,0,1,3.0,50-59
54272,Operations,region_2,Below Secondary,m,other,1,23,,1,0,60.0,0,0,,50-59
22757,R&D,region_7,Master's & above,f,sourcing,1,38,3.0,4,0,83.0,0,1,3.0,80+
8848,Sales & Marketing,region_31,Master's & above,m,sourcing,1,40,4.0,13,0,47.0,0,1,4.0,<50
9218,Technology,region_31,Master's & above,m,sourcing,1,33,1.0,3,0,77.0,0,1,1.0,70-79
58235,Technology,region_30,Bachelor's,f,sourcing,1,31,2.0,6,0,74.0,0,1,2.0,70-79
53669,Operations,region_11,Master's & above,f,other,1,35,3.0,8,0,65.0,0,1,3.0,60-69
5909,Procurement,region_30,Master's & above,m,sourcing,1,35,4.0,7,0,70.0,0,1,4.0,60-69
73642,Analytics,region_2,Unknown,m,other,1,23,,1,0,81.0,1,0,,80+
63724,Technology,region_24,Bachelor's,f,other,1,38,3.0,6,0,80.0,0,1,3.0,70-79
36382,Procurement,region_24,Bachelor's,m,sourcing,1,28,3.0,2,0,68.0,0,1,3.0,60-69
75106,Finance,region_7,Bachelor's,m,other,1,36,4.0,2,0,60.0,0,1,4.0,50-59
57956,Finance,region_7,Bachelor's,m,sourcing,3,25,,1,0,60.0,0,0,,50-59
36044,Sales & Marketing,region_22,Unknown,m,sourcing,1,29,4.0,6,0,46.0,0,1,4.0,<50
27375,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,37,3.0,7,0,54.0,0,1,3.0,50-59
34287,Technology,region_28,Bachelor's,f,sourcing,1,28,3.0,6,0,75.0,0,1,3.0,70-79
41283,Sales & Marketing,region_1,Unknown,m,other,1,31,3.0,6,0,50.0,0,1,3.0,<50
18519,Technology,region_22,Bachelor's,m,sourcing,2,31,,1,0,82.0,0,0,,80+
60248,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,28,5.0,2,0,51.0,0,1,5.0,50-59
62647,HR,region_32,Bachelor's,m,sourcing,1,27,1.0,3,0,52.0,0,1,1.0,50-59
6269,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,2.0,4,0,48.0,0,1,2.0,<50
53157,Operations,region_7,Bachelor's,m,sourcing,3,29,3.0,2,0,59.0,0,1,3.0,50-59
71430,Finance,region_22,Bachelor's,m,sourcing,1,26,1.0,2,0,62.0,0,1,1.0,60-69
70436,Sales & Marketing,region_6,Unknown,m,other,2,25,,1,0,49.0,0,0,,<50
23207,Sales & Marketing,region_2,Master's & above,f,sourcing,1,38,5.0,13,0,48.0,0,1,5.0,<50
45984,Operations,region_31,Master's & above,m,sourcing,1,50,3.0,18,0,58.0,0,1,3.0,50-59
72238,Operations,region_2,Bachelor's,m,other,1,41,3.0,9,0,66.0,0,1,3.0,60-69
61545,Operations,region_2,Bachelor's,m,sourcing,3,33,5.0,3,0,57.0,0,1,5.0,50-59
74408,Technology,region_22,Bachelor's,f,other,1,30,3.0,3,0,79.0,0,1,3.0,70-79
64511,Sales & Marketing,region_31,Unknown,m,sourcing,1,27,3.0,5,0,52.0,0,1,3.0,50-59
6663,Sales & Marketing,region_3,Bachelor's,m,other,1,41,3.0,8,0,54.0,0,1,3.0,50-59
49304,HR,region_2,Bachelor's,f,other,1,27,,1,0,46.0,0,0,,<50
74614,Operations,region_28,Bachelor's,m,other,1,30,4.0,7,0,62.0,0,1,4.0,60-69
14247,Finance,region_2,Bachelor's,f,sourcing,1,60,3.0,31,0,58.0,0,1,3.0,50-59
9085,Analytics,region_1,Bachelor's,m,sourcing,2,29,5.0,2,0,86.0,0,1,5.0,80+
33482,Technology,region_2,Bachelor's,m,referred,1,28,5.0,2,0,75.0,0,1,5.0,70-79
71598,Analytics,region_29,Bachelor's,m,other,1,31,2.0,4,0,86.0,0,1,2.0,80+
76905,Sales & Marketing,region_7,Master's & above,f,sourcing,1,39,5.0,12,0,51.0,0,1,5.0,50-59
67432,Sales & Marketing,region_15,Unknown,m,other,1,28,,1,0,46.0,0,0,,<50
46113,Procurement,region_2,Bachelor's,f,other,1,53,3.0,14,0,71.0,0,1,3.0,70-79
76450,Procurement,region_2,Bachelor's,m,other,2,24,,1,0,69.0,0,0,,60-69
8651,Operations,region_2,Master's & above,f,sourcing,1,48,4.0,12,0,64.0,0,1,4.0,60-69
54708,Operations,region_22,Master's & above,m,sourcing,1,47,5.0,5,0,63.0,0,1,5.0,60-69
25285,HR,region_2,Bachelor's,f,other,2,39,3.0,10,0,43.0,0,1,3.0,<50
63236,HR,region_2,Bachelor's,f,sourcing,1,30,1.0,2,0,54.0,0,1,1.0,50-59
41295,Operations,region_20,Master's & above,m,other,1,39,4.0,10,0,59.0,0,1,4.0,50-59
67244,Analytics,region_7,Bachelor's,m,sourcing,1,27,,1,0,86.0,0,0,,80+
23651,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,29,4.0,6,0,50.0,0,1,4.0,<50
76807,Finance,region_28,Bachelor's,f,other,1,25,,1,0,62.0,0,0,,60-69
74353,Sales & Marketing,region_22,Bachelor's,m,other,1,31,3.0,5,0,49.0,0,1,3.0,<50
38589,Technology,region_15,Bachelor's,m,sourcing,1,31,3.0,5,0,82.0,0,1,3.0,80+
49215,Analytics,region_32,Bachelor's,m,other,1,28,4.0,6,0,82.0,0,1,4.0,80+
71942,Sales & Marketing,region_2,Unknown,m,other,3,24,,1,0,48.0,0,0,,<50
38728,Operations,region_2,Bachelor's,m,sourcing,1,55,4.0,12,0,59.0,0,1,4.0,50-59
32309,Operations,region_22,Bachelor's,m,other,1,31,4.0,5,0,59.0,1,1,4.0,50-59
20575,Sales & Marketing,region_31,Master's & above,m,other,1,54,3.0,9,0,46.0,0,1,3.0,<50
31222,Analytics,region_7,Master's & above,m,sourcing,1,32,3.0,3,0,85.0,0,1,3.0,80+
60594,Procurement,region_7,Master's & above,f,sourcing,1,42,5.0,3,0,69.0,0,1,5.0,60-69
56612,Analytics,region_20,Bachelor's,m,other,1,31,3.0,2,0,80.0,0,1,3.0,70-79
24980,Sales & Marketing,region_7,Bachelor's,m,other,4,30,3.0,7,0,49.0,0,1,3.0,<50
32972,Technology,region_22,Master's & above,f,sourcing,1,37,3.0,9,0,79.0,0,1,3.0,70-79
34805,Finance,region_26,Master's & above,m,other,2,35,3.0,6,0,63.0,0,1,3.0,60-69
50245,Procurement,region_15,Bachelor's,m,sourcing,1,40,5.0,12,0,66.0,0,1,5.0,60-69
75115,Sales & Marketing,region_2,Bachelor's,m,other,1,25,4.0,2,0,49.0,0,1,4.0,<50
1233,Technology,region_1,Bachelor's,m,other,1,25,5.0,2,1,77.0,0,1,5.0,70-79
6990,Analytics,region_22,Bachelor's,m,sourcing,2,27,5.0,4,0,89.0,0,1,5.0,80+
26528,Procurement,region_15,Master's & above,m,other,1,46,3.0,15,0,73.0,0,1,3.0,70-79
1230,Sales & Marketing,region_13,Master's & above,m,other,1,33,3.0,4,0,47.0,0,1,3.0,<50
1040,Operations,region_19,Bachelor's,m,sourcing,1,41,3.0,12,0,59.0,0,1,3.0,50-59
73955,Operations,region_22,Master's & above,f,other,1,38,5.0,5,0,65.0,0,1,5.0,60-69
57843,Sales & Marketing,region_7,Bachelor's,m,other,1,43,1.0,11,0,49.0,0,1,1.0,<50
59527,Operations,region_19,Bachelor's,m,other,1,31,4.0,5,0,63.0,0,1,4.0,60-69
5812,Procurement,region_4,Master's & above,m,sourcing,1,35,1.0,9,0,69.0,0,1,1.0,60-69
15118,Technology,region_22,Bachelor's,f,other,1,29,3.0,2,0,80.0,1,1,3.0,70-79
33255,Sales & Marketing,region_7,Bachelor's,m,other,1,38,5.0,3,0,50.0,0,1,5.0,<50
45456,Operations,region_29,Master's & above,m,sourcing,1,33,3.0,7,0,59.0,0,1,3.0,50-59
63088,Sales & Marketing,region_22,Unknown,f,other,1,29,5.0,2,0,49.0,1,1,5.0,<50
22588,Analytics,region_7,Master's & above,m,sourcing,1,33,3.0,7,0,82.0,0,1,3.0,80+
14868,Procurement,region_2,Bachelor's,f,other,1,47,3.0,6,0,71.0,0,1,3.0,70-79
20080,Sales & Marketing,region_31,Unknown,m,other,1,29,4.0,4,0,52.0,0,1,4.0,50-59
20472,Technology,region_2,Master's & above,m,sourcing,1,56,1.0,10,0,77.0,0,1,1.0,70-79
60909,Sales & Marketing,region_2,Master's & above,m,sourcing,1,57,5.0,16,0,49.0,0,1,5.0,<50
51830,Sales & Marketing,region_7,Master's & above,m,sourcing,1,37,5.0,11,0,50.0,0,1,5.0,<50
75024,Sales & Marketing,region_2,Master's & above,f,other,1,47,4.0,7,0,51.0,0,1,4.0,50-59
38559,Technology,region_23,Master's & above,f,sourcing,1,37,3.0,4,0,77.0,0,1,3.0,70-79
66984,Sales & Marketing,region_19,Bachelor's,m,other,1,28,5.0,6,0,51.0,0,1,5.0,50-59
21241,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,38,2.0,3,0,52.0,0,1,2.0,50-59
44090,Technology,region_13,Bachelor's,m,sourcing,1,29,4.0,5,0,77.0,0,1,4.0,70-79
63087,Analytics,region_11,Bachelor's,m,sourcing,1,32,3.0,7,0,87.0,0,1,3.0,80+
74066,Analytics,region_22,Bachelor's,m,referred,2,28,5.0,3,0,83.0,0,1,5.0,80+
74304,Analytics,region_7,Master's & above,m,other,2,32,5.0,3,0,81.0,0,1,5.0,80+
20708,Technology,region_22,Bachelor's,m,sourcing,1,28,,1,0,84.0,1,0,,80+
28213,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,,1,0,51.0,0,0,,50-59
55384,Technology,region_31,Bachelor's,m,other,1,36,5.0,6,0,78.0,0,1,5.0,70-79
58517,Operations,region_2,Bachelor's,m,other,2,39,4.0,5,0,60.0,0,1,4.0,50-59
40104,Operations,region_2,Master's & above,m,sourcing,2,52,4.0,20,0,58.0,0,1,4.0,50-59
62857,Operations,region_2,Below Secondary,f,sourcing,1,24,1.0,2,0,59.0,0,1,1.0,50-59
10679,Operations,region_23,Bachelor's,m,sourcing,1,32,5.0,3,0,58.0,0,1,5.0,50-59
40439,Sales & Marketing,region_2,Bachelor's,m,other,2,37,1.0,10,0,41.0,0,1,1.0,<50
65239,Procurement,region_2,Master's & above,f,other,1,32,2.0,6,0,73.0,0,1,2.0,70-79
3598,Operations,region_4,Master's & above,m,other,1,40,5.0,5,0,60.0,0,1,5.0,50-59
75889,Technology,region_26,Master's & above,m,sourcing,1,42,1.0,4,0,80.0,0,1,1.0,70-79
13913,Sales & Marketing,region_16,Bachelor's,m,other,1,33,1.0,4,0,51.0,0,1,1.0,50-59
42504,Procurement,region_16,Bachelor's,f,sourcing,1,38,5.0,3,0,68.0,0,1,5.0,60-69
50852,Sales & Marketing,region_22,Master's & above,m,other,1,46,5.0,9,0,51.0,0,1,5.0,50-59
71762,Sales & Marketing,region_32,Unknown,m,sourcing,1,28,,1,0,51.0,0,0,,50-59
11114,Technology,region_7,Master's & above,m,sourcing,1,40,3.0,6,0,82.0,1,1,3.0,80+
33563,Operations,region_19,Bachelor's,f,sourcing,1,37,3.0,10,0,59.0,0,1,3.0,50-59
22684,Operations,region_2,Bachelor's,f,other,1,33,4.0,4,0,55.0,0,1,4.0,50-59
61180,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,40,5.0,9,0,51.0,0,1,5.0,50-59
56739,Finance,region_7,Master's & above,m,other,1,48,5.0,19,0,63.0,0,1,5.0,60-69
41897,Operations,region_28,Bachelor's,m,sourcing,1,33,3.0,7,1,60.0,0,1,3.0,50-59
15454,Operations,region_2,Bachelor's,m,other,3,31,3.0,5,0,57.0,0,1,3.0,50-59
58720,Procurement,region_2,Bachelor's,f,sourcing,2,24,,1,0,71.0,0,0,,70-79
68934,Technology,region_13,Bachelor's,m,other,1,27,3.0,3,0,83.0,0,1,3.0,80+
54615,Sales & Marketing,region_30,Bachelor's,m,other,1,26,4.0,5,0,55.0,0,1,4.0,50-59
8393,Sales & Marketing,region_7,Bachelor's,m,other,1,46,3.0,5,0,51.0,0,1,3.0,50-59
66995,Operations,region_4,Bachelor's,m,sourcing,1,48,5.0,7,0,60.0,0,1,5.0,50-59
1432,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,31,3.0,6,0,47.0,0,1,3.0,<50
31623,Sales & Marketing,region_7,Master's & above,m,other,2,42,3.0,6,0,48.0,0,1,3.0,<50
71283,Technology,region_2,Master's & above,m,other,1,35,5.0,9,0,78.0,0,1,5.0,70-79
25358,Legal,region_11,Bachelor's,m,other,1,31,3.0,3,0,53.0,0,1,3.0,50-59
76809,Operations,region_7,Bachelor's,m,other,2,35,3.0,4,0,58.0,0,1,3.0,50-59
16730,Sales & Marketing,region_1,Master's & above,m,sourcing,1,31,5.0,5,0,50.0,0,1,5.0,<50
42645,Operations,region_20,Bachelor's,m,sourcing,1,26,3.0,2,0,57.0,0,1,3.0,50-59
67862,Operations,region_22,Below Secondary,m,sourcing,1,27,4.0,3,0,58.0,0,1,4.0,50-59
29956,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,2,0,99.0,1,1,3.0,80+
43856,Operations,region_27,Bachelor's,m,other,2,27,5.0,3,0,64.0,0,1,5.0,60-69
55187,Analytics,region_4,Master's & above,m,other,1,36,5.0,4,0,80.0,0,1,5.0,70-79
36110,Procurement,region_6,Bachelor's,f,other,1,30,4.0,4,0,70.0,0,1,4.0,60-69
844,Operations,region_22,Bachelor's,f,other,2,33,5.0,6,0,70.0,1,1,5.0,60-69
36991,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,26,4.0,2,0,47.0,0,1,4.0,<50
71274,Operations,region_7,Bachelor's,m,other,1,46,4.0,5,0,60.0,0,1,4.0,50-59
40388,Analytics,region_22,Bachelor's,m,sourcing,1,36,5.0,8,0,85.0,0,1,5.0,80+
76348,Operations,region_7,Bachelor's,m,other,1,41,4.0,2,0,63.0,0,1,4.0,60-69
73932,Technology,region_7,Bachelor's,m,other,1,35,5.0,8,0,76.0,0,1,5.0,70-79
69255,Finance,region_30,Bachelor's,f,sourcing,1,28,,1,0,64.0,1,0,,60-69
41747,Operations,region_23,Master's & above,m,other,1,38,3.0,9,0,57.0,1,1,3.0,50-59
24049,Sales & Marketing,region_1,Bachelor's,m,other,1,28,3.0,4,0,50.0,0,1,3.0,<50
61578,Sales & Marketing,region_2,Bachelor's,m,other,1,29,,1,0,52.0,0,0,,50-59
56328,Procurement,region_2,Master's & above,m,sourcing,1,37,5.0,3,0,74.0,0,1,5.0,70-79
69009,HR,region_22,Bachelor's,m,other,1,26,,1,0,52.0,0,0,,50-59
35882,Sales & Marketing,region_7,Bachelor's,f,other,1,34,1.0,5,0,48.0,0,1,1.0,<50
67829,R&D,region_11,Bachelor's,m,other,1,29,4.0,4,0,83.0,0,1,4.0,80+
57734,Finance,region_15,Bachelor's,m,other,1,29,3.0,7,0,62.0,0,1,3.0,60-69
15513,Operations,region_7,Bachelor's,f,sourcing,1,29,3.0,2,0,59.0,0,1,3.0,50-59
44493,Operations,region_19,Bachelor's,m,other,1,41,3.0,5,0,59.0,0,1,3.0,50-59
53309,Analytics,region_22,Bachelor's,f,sourcing,1,32,3.0,7,0,87.0,0,1,3.0,80+
51803,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,27,4.0,4,0,52.0,0,1,4.0,50-59
34099,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,25,,1,0,50.0,0,0,,<50
22343,Procurement,region_13,Master's & above,f,sourcing,1,47,3.0,19,0,67.0,0,1,3.0,60-69
53552,Sales & Marketing,region_7,Bachelor's,m,other,1,45,5.0,9,0,52.0,0,1,5.0,50-59
48734,Operations,region_28,Master's & above,m,sourcing,1,33,3.0,5,0,59.0,1,1,3.0,50-59
38361,HR,region_7,Bachelor's,m,other,1,27,2.0,3,0,49.0,0,1,2.0,<50
77512,Sales & Marketing,region_24,Bachelor's,m,sourcing,4,35,3.0,8,0,53.0,0,1,3.0,50-59
911,Procurement,region_7,Bachelor's,m,other,2,32,5.0,7,0,66.0,1,1,5.0,60-69
4722,Procurement,region_22,Master's & above,m,sourcing,1,31,1.0,6,0,72.0,0,1,1.0,70-79
52329,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,20,,1,0,51.0,0,0,,50-59
74079,Sales & Marketing,region_22,Bachelor's,m,other,3,25,,1,0,41.0,0,0,,<50
74630,Technology,region_7,Master's & above,f,sourcing,1,33,5.0,7,0,81.0,0,1,5.0,80+
21355,Analytics,region_22,Bachelor's,m,sourcing,4,29,5.0,2,0,87.0,0,1,5.0,80+
72362,Technology,region_5,Bachelor's,m,other,1,44,3.0,14,0,78.0,0,1,3.0,70-79
26547,Finance,region_2,Below Secondary,f,other,1,24,,1,0,65.0,0,0,,60-69
8315,Technology,region_33,Bachelor's,f,sourcing,1,26,3.0,1,0,77.0,0,1,3.0,70-79
38422,Sales & Marketing,region_17,Bachelor's,m,other,1,40,3.0,4,0,48.0,0,1,3.0,<50
6432,Sales & Marketing,region_22,Master's & above,m,sourcing,4,44,3.0,14,0,42.0,0,1,3.0,<50
43397,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,40,5.0,7,0,50.0,0,1,5.0,<50
14789,Sales & Marketing,region_31,Bachelor's,m,other,1,39,3.0,8,0,49.0,0,1,3.0,<50
65829,Sales & Marketing,region_31,Bachelor's,m,other,1,26,5.0,2,0,49.0,0,1,5.0,<50
34434,Operations,region_26,Master's & above,m,sourcing,1,49,5.0,18,0,58.0,0,1,5.0,50-59
32014,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,5.0,11,0,49.0,0,1,5.0,<50
47485,Sales & Marketing,region_30,Master's & above,m,sourcing,1,38,5.0,10,0,46.0,0,1,5.0,<50
30634,Operations,region_6,Bachelor's,m,sourcing,1,26,5.0,2,0,62.0,1,1,5.0,60-69
47030,Sales & Marketing,region_22,Bachelor's,f,sourcing,4,25,3.0,2,0,49.0,0,1,3.0,<50
65445,Sales & Marketing,region_28,Bachelor's,f,other,1,28,,1,0,46.0,0,0,,<50
39371,Operations,region_7,Master's & above,m,other,1,41,4.0,4,0,58.0,0,1,4.0,50-59
13498,Sales & Marketing,region_31,Bachelor's,m,other,1,34,5.0,10,0,53.0,1,1,5.0,50-59
33804,Sales & Marketing,region_7,Master's & above,f,sourcing,1,44,2.0,14,0,48.0,0,1,2.0,<50
62122,Sales & Marketing,region_7,Master's & above,m,other,2,47,3.0,15,0,47.0,0,1,3.0,<50
60615,R&D,region_22,Master's & above,m,sourcing,1,31,3.0,3,0,84.0,0,1,3.0,80+
28914,Procurement,region_6,Bachelor's,f,sourcing,1,28,3.0,4,0,72.0,0,1,3.0,70-79
61005,Sales & Marketing,region_20,Master's & above,m,sourcing,1,38,4.0,7,0,51.0,0,1,4.0,50-59
15030,Procurement,region_17,Bachelor's,f,other,1,31,3.0,6,0,72.0,0,1,3.0,70-79
55089,Procurement,region_31,Bachelor's,f,sourcing,1,25,3.0,2,0,71.0,0,1,3.0,70-79
13987,Sales & Marketing,region_25,Bachelor's,m,other,1,33,5.0,8,0,51.0,0,1,5.0,50-59
5684,HR,region_7,Master's & above,m,sourcing,1,34,3.0,4,0,47.0,0,1,3.0,<50
63142,Procurement,region_22,Bachelor's,m,sourcing,1,28,3.0,4,0,70.0,0,1,3.0,60-69
30770,Operations,region_2,Bachelor's,f,other,1,37,3.0,7,0,58.0,0,1,3.0,50-59
54218,Procurement,region_15,Master's & above,f,other,1,32,3.0,3,0,85.0,1,1,3.0,80+
45333,Procurement,region_2,Bachelor's,f,other,2,35,4.0,10,0,68.0,0,1,4.0,60-69
41122,Analytics,region_4,Bachelor's,m,other,1,38,4.0,10,0,85.0,1,1,4.0,80+
31393,Technology,region_2,Master's & above,m,other,1,58,2.0,17,0,82.0,0,1,2.0,80+
51400,Finance,region_15,Bachelor's,m,other,1,32,2.0,7,0,60.0,0,1,2.0,50-59
2610,Sales & Marketing,region_15,Unknown,m,other,1,40,3.0,10,0,54.0,0,1,3.0,50-59
49501,Analytics,region_28,Master's & above,m,other,1,43,3.0,5,0,86.0,0,1,3.0,80+
35595,Operations,region_19,Master's & above,m,other,2,45,4.0,17,0,56.0,0,1,4.0,50-59
67894,Technology,region_16,Bachelor's,f,sourcing,1,40,3.0,4,0,81.0,0,1,3.0,80+
52774,Sales & Marketing,region_2,Master's & above,m,sourcing,1,31,2.0,3,0,48.0,0,1,2.0,<50
14196,Analytics,region_4,Master's & above,m,other,3,36,3.0,10,0,83.0,0,1,3.0,80+
73474,Procurement,region_31,Bachelor's,m,other,2,28,3.0,4,0,68.0,0,1,3.0,60-69
22657,Sales & Marketing,region_16,Bachelor's,m,other,1,36,5.0,2,0,53.0,0,1,5.0,50-59
63869,Operations,region_34,Bachelor's,m,sourcing,1,28,4.0,2,0,59.0,0,1,4.0,50-59
27268,Analytics,region_31,Bachelor's,f,other,2,34,5.0,8,0,85.0,0,1,5.0,80+
58810,Analytics,region_4,Master's & above,m,sourcing,1,34,3.0,6,0,80.0,0,1,3.0,70-79
71635,HR,region_27,Master's & above,m,sourcing,1,40,3.0,3,0,51.0,0,1,3.0,50-59
5341,Operations,region_2,Master's & above,f,other,1,36,3.0,8,0,59.0,0,1,3.0,50-59
43261,Sales & Marketing,region_4,Bachelor's,m,other,1,34,3.0,7,0,48.0,0,1,3.0,<50
36856,R&D,region_22,Bachelor's,m,sourcing,4,29,3.0,5,0,85.0,0,1,3.0,80+
43079,Technology,region_15,Bachelor's,m,sourcing,2,34,4.0,9,0,84.0,0,1,4.0,80+
24595,Operations,region_8,Bachelor's,f,other,1,32,3.0,2,0,59.0,0,1,3.0,50-59
9739,Procurement,region_2,Master's & above,f,referred,1,59,4.0,13,0,68.0,0,1,4.0,60-69
73352,Operations,region_19,Bachelor's,m,other,1,36,4.0,7,0,65.0,0,1,4.0,60-69
58316,Operations,region_2,Master's & above,f,other,1,37,4.0,3,0,58.0,0,1,4.0,50-59
46875,Operations,region_4,Master's & above,m,other,1,38,3.0,4,0,98.0,1,1,3.0,80+
27483,Procurement,region_23,Master's & above,f,other,1,41,4.0,9,0,71.0,0,1,4.0,70-79
19462,Technology,region_7,Bachelor's,f,other,1,31,5.0,2,0,80.0,0,1,5.0,70-79
66164,Analytics,region_22,Bachelor's,f,other,2,28,3.0,3,0,87.0,0,1,3.0,80+
8353,Technology,region_12,Bachelor's,m,sourcing,1,30,2.0,4,0,81.0,0,1,2.0,80+
52846,Technology,region_7,Master's & above,m,sourcing,1,37,3.0,5,0,79.0,0,1,3.0,70-79
28894,Operations,region_20,Bachelor's,m,other,1,29,3.0,2,0,58.0,0,1,3.0,50-59
31261,Sales & Marketing,region_30,Master's & above,m,other,1,40,2.0,11,0,50.0,0,1,2.0,<50
16474,Technology,region_2,Master's & above,f,other,1,56,4.0,25,0,77.0,0,1,4.0,70-79
55466,Sales & Marketing,region_33,Bachelor's,m,sourcing,1,43,2.0,5,0,48.0,0,1,2.0,<50
31817,Operations,region_22,Bachelor's,f,sourcing,1,29,5.0,2,0,59.0,0,1,5.0,50-59
70777,Procurement,region_14,Bachelor's,m,sourcing,2,35,3.0,4,0,72.0,0,1,3.0,70-79
8357,Technology,region_13,Master's & above,m,other,1,35,1.0,10,0,79.0,0,1,1.0,70-79
16187,Sales & Marketing,region_1,Master's & above,m,other,1,40,2.0,7,0,50.0,0,1,2.0,<50
40749,Sales & Marketing,region_2,Unknown,m,sourcing,1,20,1.0,2,0,53.0,0,1,1.0,50-59
18130,Sales & Marketing,region_7,Unknown,m,other,2,25,2.0,2,0,51.0,0,1,2.0,50-59
38956,Sales & Marketing,region_31,Bachelor's,m,other,1,31,4.0,5,0,49.0,0,1,4.0,<50
2358,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,4.0,4,0,50.0,0,1,4.0,<50
40273,Sales & Marketing,region_28,Bachelor's,m,other,1,34,3.0,7,0,47.0,0,1,3.0,<50
16036,Sales & Marketing,region_26,Master's & above,m,other,2,54,3.0,16,0,50.0,0,1,3.0,<50
24003,Procurement,region_2,Master's & above,f,sourcing,1,36,4.0,7,0,68.0,0,1,4.0,60-69
65253,Operations,region_15,Bachelor's,f,other,2,41,3.0,3,0,60.0,0,1,3.0,50-59
21902,Procurement,region_22,Bachelor's,m,other,3,30,4.0,7,0,71.0,0,1,4.0,70-79
20986,Operations,region_7,Master's & above,m,sourcing,1,39,5.0,9,0,59.0,0,1,5.0,50-59
25121,Sales & Marketing,region_16,Master's & above,m,sourcing,1,35,3.0,3,0,56.0,0,1,3.0,50-59
23135,Sales & Marketing,region_17,Master's & above,m,sourcing,1,41,2.0,6,0,46.0,0,1,2.0,<50
37600,Sales & Marketing,region_22,Bachelor's,m,other,6,28,1.0,4,0,50.0,0,1,1.0,<50
22372,Technology,region_31,Master's & above,m,other,1,32,1.0,5,0,82.0,0,1,1.0,80+
51094,Operations,region_19,Bachelor's,m,other,1,35,4.0,10,0,62.0,0,1,4.0,60-69
2089,R&D,region_4,Master's & above,m,other,1,47,2.0,16,0,81.0,0,1,2.0,80+
36616,Operations,region_28,Bachelor's,f,sourcing,1,33,4.0,8,0,58.0,0,1,4.0,50-59
19497,Analytics,region_27,Bachelor's,m,other,2,32,5.0,7,1,83.0,0,1,5.0,80+
49427,Finance,region_2,Bachelor's,f,other,1,35,3.0,5,0,59.0,0,1,3.0,50-59
36574,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,37,3.0,9,0,51.0,0,1,3.0,50-59
33576,Analytics,region_15,Master's & above,m,other,2,37,4.0,5,0,87.0,0,1,4.0,80+
12894,Sales & Marketing,region_31,Bachelor's,m,other,1,40,3.0,7,0,49.0,0,1,3.0,<50
1517,Technology,region_28,Bachelor's,f,other,1,27,1.0,2,0,77.0,0,1,1.0,70-79
9977,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,24,,1,0,50.0,0,0,,<50
45437,Sales & Marketing,region_6,Master's & above,m,sourcing,1,53,1.0,6,0,51.0,0,1,1.0,50-59
69433,HR,region_15,Bachelor's,f,other,1,29,3.0,3,0,52.0,0,1,3.0,50-59
43311,Operations,region_16,Master's & above,m,other,1,43,1.0,6,0,56.0,0,1,1.0,50-59
42823,Finance,region_15,Master's & above,m,other,1,30,4.0,5,0,59.0,0,1,4.0,50-59
31804,Procurement,region_5,Bachelor's,f,other,1,30,2.0,5,0,68.0,0,1,2.0,60-69
